"row.names","pbdb_no","gdd_id","title_sim","author_in","year_match","pubtitle_sim","Match"
"771",1729,"54b4327ee138239d868534aa",0.537037,FALSE,FALSE,0.419354839,0
"963",2070,"54b43281e138239d86853b79",0.4316547,FALSE,FALSE,0.196721311,0
"518",1320,"54b68fe6e138230a74d155a5",0.4567901,FALSE,FALSE,0.35,0
"836",1843,"54b6951ce138230a74d155bb",0.6153846,FALSE,FALSE,0.369565217,0
"601",1457,"54b6c453e138230a74d1567f",0.4935065,FALSE,FALSE,0.224489796,0
"729",1657,"54bbe6d8e13823208127870d",0.379085,FALSE,FALSE,0.133333333,0
"839",1848,"54bdd3efe138233c8bc4f7d4",0.474359,FALSE,FALSE,0.166666667,0
"851",1875,"54bde0f6e138233c8bc4f837",0.4923077,FALSE,FALSE,0.433333333,0
"588",1441,"54c1c65ce1382389c54c3d51",0.3932584,FALSE,FALSE,0.065217391,0
"915",1978,"54c4d313e1382389c54c4a1d",0.4045802,FALSE,FALSE,0.16,0
"955",2060,"54c5cc0fe1382389c54c4e0c",0.460177,FALSE,FALSE,0.137931034,0
"660",1565,"54c70e50e13823b607fd3788",0.4891304,FALSE,FALSE,0.086956522,0
"708",1634,"54c8e424e13823b607fd3f43",0.4117647,FALSE,FALSE,0.217391304,0
"585",1438,"54c92f74e13823b607fd4076",0.4408602,FALSE,FALSE,0.228571429,0
"799",1771,"54dbbd3ae138238a47f9603b",0.5820896,FALSE,FALSE,0.159090909,0
"979",2094,"54e9d55ae138237cc9151390",0.4453782,FALSE,FALSE,0.19047619,0
"505",1306,"54e9df2ce138237cc91513c5",0.4888889,FALSE,FALSE,0.214285714,0
"825",1826,"54f98c2de138239936c6c84b",0.4358974,FALSE,FALSE,0.173913043,0
"926",1999,"54fc9dafe138239936c6dd16",0.4322034,FALSE,FALSE,0.188405797,0
"872",1909,"550427e9e1382326932d84ba",0.4888889,FALSE,FALSE,0.153846154,0
"532",1344,"550602f4e1382326932d8f93",0.440678,FALSE,FALSE,0.153846154,0
"692",1612,"5524aec3e138236e51a9b571",0.3913043,FALSE,FALSE,0.173913043,0
"751",1699,"555173cbe13823930176fee8",0.55,FALSE,FALSE,0.18,0
"790",1759,"555b0c17e138235d6f0b8ab2",0.4,FALSE,FALSE,0.407407407,0
"731",1660,"55770b8ae138234790a014f5",0.4752475,FALSE,FALSE,0.144927536,0
"735",1666,"55770b8ae138234790a014f5",0.4642857,FALSE,FALSE,0.144927536,0
"559",1391,"557b9a96e138239225f864c5",0.4579439,FALSE,FALSE,0.183673469,0
"773",1731,"557c79fbe138239225f8687a",0.4571429,FALSE,FALSE,0.189189189,0
"766",1720,"557cb4e0e138239225f8695f",0.5,FALSE,FALSE,0.181818182,0
"564",1397,"5580062ee13823bc80ba2978",0.5272727,FALSE,FALSE,0.217391304,0
"925",1996,"558b7e13e13823109f3ed38c",0.2798834,FALSE,FALSE,0.171428571,0
"678",1595,"558c1f5ce13823109f3ed704",0.5166667,FALSE,FALSE,0.05,0
"521",1323,"558c48b5e13823109f3ed7c5",0.423913,FALSE,TRUE,0.181818182,0
"942",2027,"558d64d1e13823109f3edd93",0.5172414,FALSE,FALSE,0.163265306,0
"557",1388,"558ee86ce13823109f3ee648",0.4794521,FALSE,FALSE,0.12,0
"614",1497,"558f2ae7e13823109f3ee7ef",0.5492958,FALSE,FALSE,0.24137931,0
"699",1620,"558f2ae7e13823109f3ee7ef",0.5487805,FALSE,FALSE,0.215686275,0
"759",1707,"558f61f1e13823109f3ee942",0.5365854,FALSE,FALSE,0.130434783,0
"908",1965,"558fdaebe13823109f3eec33",0.5833333,FALSE,FALSE,0.087719298,0
"673",1590,"558ff869e13823109f3eece1",0.5,FALSE,FALSE,0.217391304,0
"664",1570,"55916d59e13823109f3ef59b",0.7,FALSE,FALSE,0.081967213,0
"784",1748,"55919fc7e13823109f3ef661",0.4085366,FALSE,FALSE,0.147058824,0
"686",1606,"5591ab53e13823109f3ef694",0.4835165,FALSE,FALSE,0.162162162,0
"902",1955,"55933fbae138236ee2218347",0.3766234,FALSE,FALSE,0.244897959,0
"944",2035,"559d0173e138230816dad635",0.5,FALSE,FALSE,0.173913043,0
"644",1543,"559eec9fe138234d98ad9e8e",0.4,FALSE,FALSE,0.194444444,0
"868",1905,"559eec9fe138234d98ad9e8e",0.4393939,FALSE,FALSE,0.171428571,0
"725",1652,"559f1a78e138234d98ad9f6d",0.4405594,FALSE,FALSE,0.260869565,0
"910",1967,"559f1a78e138234d98ad9f6d",0.4871795,FALSE,FALSE,0.541666667,0
"976",2090,"55a70545e13823757cc6fd3c",0.4615385,FALSE,FALSE,0.181818182,0
"777",1737,"55ada83ae13823763a830679",0.4435484,FALSE,FALSE,0.101449275,0
"648",1548,"55af2d43e13823763a831061",0.462963,FALSE,FALSE,0.125,0
"700",1621,"55afeeece138238f9de483c5",0.5274725,FALSE,FALSE,0.12195122,0
"501",1297,"55b2c751e138231cbdd6ce50",0.4576271,FALSE,FALSE,0.166666667,0
"696",1616,"55b2d9dde138231cbdd6ceaf",0.4651163,FALSE,FALSE,0.162162162,0
"971",2079,"55b2d9dde138231cbdd6ceaf",0.5263158,FALSE,FALSE,0.111111111,0
"761",1711,"55b2db45e138231cbdd6ceb6",0.5192308,FALSE,FALSE,0.130434783,0
"813",1797,"55b3077ae138231cbdd6cfa4",0.525,FALSE,FALSE,0.166666667,0
"927",2005,"55b3077ae138231cbdd6cfa4",0.5063291,FALSE,FALSE,0.130434783,0
"555",1385,"55b30a2de138231cbdd6cfb4",0.4065041,FALSE,FALSE,0.16,0
"968",2075,"55b30bcae138231cbdd6cfbd",0.5671642,FALSE,FALSE,0.264705882,0
"758",1706,"55b367bbe138231cbdd6d19b",0.4637681,FALSE,FALSE,0.130434783,0
"819",1813,"55b36a7de138231cbdd6d1ad",0.4014599,FALSE,FALSE,0.270833333,0
"892",1945,"55b37160e138231cbdd6d1d5",0.4197531,FALSE,FALSE,0.128571429,0
"907",1962,"55b371ade138231cbdd6d1d7",0.469697,FALSE,FALSE,0.264705882,0
"803",1776,"55b39070e138231cbdd6d279",0.4457831,FALSE,FALSE,0.2,0
"691",1611,"55b3d739e138231cbdd6d419",0.505618,FALSE,FALSE,0.130434783,0
"563",1395,"55b3f8d5e138231cbdd6d4da",0.5396825,FALSE,FALSE,0.128571429,0
"884",1935,"55b42b1be1382314227cf313",0.5555556,FALSE,FALSE,0.195652174,0
"838",1846,"55b5354ae1382314227cfb78",0.5283019,FALSE,FALSE,0.195652174,0
"789",1758,"55b6d82ee13823bd29ba7dd5",0.443038,FALSE,FALSE,0.266666667,0
"690",1610,"55b748f7e13823bd29ba80a6",0.4117647,FALSE,FALSE,0.189189189,0
"786",1751,"55b75279e13823bd29ba80e3",0.5555556,FALSE,FALSE,0.126984127,0
"508",1309,"55b79c99e13823bd29ba82a2",0.4727273,FALSE,FALSE,0.0625,0
"554",1384,"55b79c99e13823bd29ba82a2",0.5869565,FALSE,FALSE,0.12,0
"701",1622,"55b7c1b1e13823bd29ba836b",0.5488722,FALSE,FALSE,0.137254902,0
"533",1346,"55b85ddae13823bd29ba8724",0.452381,FALSE,FALSE,0.137931034,0
"724",1651,"55b85ddae13823bd29ba8724",0.4516129,FALSE,FALSE,0.101449275,0
"888",1941,"55b876a9e13823bd29ba87ca",0.5,FALSE,FALSE,0.217391304,0
"946",2042,"55b88d34e13823bd29ba8850",0.4270833,FALSE,FALSE,0.185185185,0
"830",1833,"55b8e056e13823bd29ba8a9d",0.5138889,FALSE,FALSE,0.044444444,0
"549",1379,"55c32f9fcf58f1a8110b8e62",0.3984962,FALSE,FALSE,0.195652174,0
"574",1419,"55c7ae60cf58f1a8110ba1de",0.380531,FALSE,FALSE,0.222222222,0
"931",2012,"55cd2c48cf58f1b3b25e238e",0.3854167,FALSE,FALSE,0.166666667,0
"541",1360,"55cd34bfcf58f1b3b25e23c9",0.5217391,FALSE,FALSE,0.181818182,0
"637",1533,"55d0c5b1cf58f1b3b25e3437",0.5675676,FALSE,FALSE,0.2,0
"715",1641,"55f427dccf58f16256a222b7",0.4756098,FALSE,FALSE,0.288888889,0
"611",1483,"55f5e75fcf58f16256a22e58",0.3257576,FALSE,FALSE,0.272727273,0
"616",1499,"56061873cf58f1b3a35b15ca",0.4141414,FALSE,FALSE,0.259259259,0
"849",1873,"5642375dcf58f185394a3f62",0.5333333,FALSE,FALSE,0.065217391,0
"694",1614,"56820d43cf58f1ba274d4d4d",0.4615385,FALSE,FALSE,0.153846154,0
"676",1593,"5682a6bdcf58f13bc8ecead9",0.5409836,FALSE,FALSE,0.3,0
"845",1868,"5682a6bdcf58f13bc8ecead9",0.5737705,FALSE,FALSE,0.3,0
"539",1357,"5682ab36cf58f13bc8eceb10",0.5193798,FALSE,FALSE,0.170731707,0
"991",2116,"5682b1a1cf58f13bc8eceb6c",0.5277778,FALSE,FALSE,0.16,0
"940",2025,"568f0520cf58f11e8bd699df",0.4,FALSE,FALSE,0.183673469,0
"901",1954,"5697422acf58f17e4ac8072c",0.3636364,FALSE,FALSE,0.224489796,0
"504",1305,"569e948fcf58f187a4256037",0.3958333,FALSE,FALSE,0.211538462,0
"853",1878,"569fe28ccf58f187a4256a71",0.5,FALSE,FALSE,0.137931034,0
"752",1700,"56a100a4cf58f187a4257357",0.4883721,FALSE,FALSE,0.206896552,0
"911",1973,"56a2a7f8cf58f19442529672",0.4085366,FALSE,FALSE,0.193548387,0
"802",1775,"56a64f0ccf58f1944252db66",0.4732143,FALSE,FALSE,0.20754717,0
"680",1599,"56b96961cf58f14c238d4aed",0.5806452,FALSE,FALSE,0.52173913,0
"861",1893,"56b96961cf58f14c238d4aed",0.5645161,FALSE,FALSE,0.15942029,0
"854",1882,"56b974d2cf58f14c238d4b2e",0.5172414,FALSE,FALSE,0.3,0
"602",1458,"56be64bbcf58f15c72c8c3d1",0.4835165,FALSE,FALSE,0.217391304,0
"542",1361,"56bf0440cf58f15c72c8d031",0.4,FALSE,FALSE,0.238095238,0
"544",1367,"56c127a3cf58f15c72c8fa1d",0.4113924,FALSE,FALSE,0.136363636,0
"846",1869,"56c19042cf58f15c72c901ed",0.5652174,FALSE,FALSE,0.1,0
"573",1418,"56c2d19dcf58f17493f83dc6",0.5081967,FALSE,FALSE,0.358490566,0
"599",1455,"56cd7ff5cf58f1b14db251d3",0.4488189,FALSE,FALSE,0.25,0
"502",1298,"56d0af43cf58f1b14db2605b",0.3934426,FALSE,FALSE,0.254237288,0
"800",1773,"56d2b30ccf58f1b14db268d5",0.4324324,FALSE,FALSE,0.515151515,0
"893",1946,"56d9a1c7cf58f18b6d455f1d",0.51,FALSE,FALSE,0.128571429,0
"843",1860,"56ddddc3cf58f1579c3b040c",0.5068493,FALSE,FALSE,0.202898551,0
"511",1312,"56df089acf58f1bc660fff5f",0.4333333,FALSE,FALSE,0.129032258,0
"740",1675,"56df1b59cf58f10455cccb80",0.43,FALSE,FALSE,0.144927536,0
"620",1508,"56e301f9cf58f150bd913f3e",0.4352941,FALSE,FALSE,0.074074074,0
"744",1680,"56e3806ecf58f17d01ce2ba5",0.6428571,FALSE,FALSE,0.081967213,0
"737",1670,"56ec15a3cf58f16e67b9a895",0.3851852,FALSE,FALSE,0.173913043,0
"822",1818,"56ef2214cf58f1b79c5da19c",0.4285714,FALSE,FALSE,0.133333333,0
"975",2089,"56f05649cf58f15a908af19d",0.5762712,FALSE,FALSE,0.24,0
"804",1780,"56f94e09cf58f191812a56e9",0.5806452,FALSE,FALSE,0.176470588,0
"652",1552,"56f9efbfcf58f11005466b4f",0.66,FALSE,FALSE,0.117647059,0
"577",1425,"5705360bcf58f19d4d8052f1",0.4888889,FALSE,FALSE,0,0
"553",1383,"57054c7fcf58f1a5882e25cf",0.5652174,FALSE,FALSE,0.181818182,0
"631",1526,"57066465cf58f13cd9789bc0",0.5,FALSE,FALSE,0.227272727,0
"526",1334,"5706bc79cf58f17852d6224f",0.4482759,FALSE,FALSE,0.295454545,0
"885",1937,"570d9120cf58f1bf3bc85be2",0.5151515,FALSE,FALSE,0.375,0
"772",1730,"570fc9cbcf58f10b3e373cbb",0.4705882,FALSE,FALSE,0.133333333,0
"818",1808,"57130e34cf58f179363498fa",0.5882353,FALSE,FALSE,0.322580645,0
"613",1496,"571581abcf58f18ab9f1531d",0.4477612,FALSE,FALSE,0.16,0
"983",2105,"57167d1acf58f1232f1f6ed2",0.5072464,FALSE,FALSE,0.130434783,0
"877",1926,"5716981ccf58f12c2b629bbc",0.9333333,TRUE,TRUE,1,1
"510",1311,"571ab690cf58f1bdaddb8d9e",0.3924051,FALSE,FALSE,0.15,0
"993",2119,"571b10abcf58f11f68e22b1c",0.4081633,FALSE,FALSE,0.294117647,0
"903",1956,"571b225ccf58f1257f81b4f1",0.4347826,FALSE,FALSE,0.294117647,0
"795",1767,"571f144dcf58f107d2f3d61e",0.4561404,FALSE,FALSE,0.204545455,0
"509",1310,"5720cf68cf58f1be8b43817e",0.44,FALSE,FALSE,0.130434783,0
"912",1975,"57225823cf58f1a6ac60dc31",0.4615385,FALSE,FALSE,0.2,0
"914",1977,"57225823cf58f1a6ac60dc31",0.4615385,FALSE,FALSE,0,0
"675",1592,"5722b27ccf58f10ebfb75712",0.6428571,FALSE,FALSE,0.269230769,0
"525",1332,"5723af38cf58f17c522d464e",0.4230769,FALSE,FALSE,1,0
"832",1835,"5723af38cf58f17c522d464e",0.515625,FALSE,FALSE,0.239130435,0
"986",2108,"5723af38cf58f17c522d464e",0.4512195,FALSE,FALSE,0.365853659,0
"749",1696,"5723b07ecf58f17cd4b4d9fd",0.3695652,FALSE,FALSE,0.2,0
"900",1953,"5723b69ccf58f17f2dbd68b2",0.5338983,FALSE,FALSE,0.268292683,0
"598",1454,"5723b89ecf58f180269b7afa",0.440678,FALSE,FALSE,0.268292683,0
"783",1747,"5723b89ecf58f180269b7afa",0.5585586,FALSE,FALSE,0.231884058,0
"769",1723,"57251a81cf58f143898854fb",0.5394737,FALSE,FALSE,0.204081633,0
"552",1382,"57259dcbcf58f1708f31d41d",0.5238095,FALSE,FALSE,0.24,0
"742",1678,"57259ddacf58f1708f31d425",0.990991,TRUE,TRUE,1,1
"791",1760,"5725bc37cf58f17abd2d07dd",0.4886364,FALSE,FALSE,0.185185185,0
"792",1761,"5725bc37cf58f17abd2d07dd",0.4347826,FALSE,FALSE,0.24,0
"575",1420,"5725ca57cf58f17fbc65e4cd",0.4347826,FALSE,FALSE,0.318181818,0
"727",1655,"572d6e45cf58f1673b97cca4",0.3701657,FALSE,FALSE,0.173913043,0
"741",1676,"572d6e45cf58f1673b97cca4",0.4328358,FALSE,FALSE,0.130434783,0
"977",2091,"572d8dc9cf58f1724fa42245",0.5538462,FALSE,FALSE,0.212121212,0
"712",1638,"572d93afcf58f174689ae7dd",0.4065041,FALSE,FALSE,0.173913043,0
"743",1679,"572d9625cf58f17533a32c8c",0.4473684,FALSE,FALSE,0.210526316,0
"556",1387,"573a5357cf58f194f9fc584d",0.4642857,FALSE,FALSE,0.12,0
"816",1800,"574321fdcf58f1160f108fa9",0.4615385,FALSE,FALSE,0.268292683,0
"706",1632,"57496649cf58f19020cb776f",0.5405405,FALSE,FALSE,0.117647059,0
"641",1539,"574b898ccf58f16ba2402351",0.4672131,TRUE,FALSE,0.205882353,0
"798",1770,"574d17fdcf58f11f0036c025",0.4489796,FALSE,FALSE,0.272727273,0
"962",2069,"574eb809cf58f1aa1c4803fe",0.5348837,FALSE,FALSE,0.214285714,0
"966",2073,"574eb809cf58f1aa1c4803fe",0.5164835,FALSE,FALSE,0.363636364,0
"621",1510,"574f8af1cf58f136694b57fe",0.980198,TRUE,TRUE,1,1
"889",1942,"574ff217cf58f15b21fd156a",0.4342105,FALSE,FALSE,0.512195122,0
"705",1628,"5754e288cf58f1b0c7844cc4",0.4929577,FALSE,FALSE,0.210526316,0
"933",2014,"575caab6cf58f1825490d219",0.5,FALSE,FALSE,0.086956522,0
"913",1976,"575cabe4cf58f1829c42482d",0.5714286,FALSE,FALSE,0.086956522,0
"947",2043,"576840bdcf58f1a5e597f42f",0.4782609,FALSE,FALSE,0.208333333,0
"835",1842,"5775607fcf58f106fac2ddde",0.5,FALSE,FALSE,0.152173913,0
"840",1849,"577738c2cf58f18dabe712cc",0.5384615,FALSE,FALSE,0.152173913,0
"561",1393,"577812bfcf58f10e0a9a7d5e",0.5777778,FALSE,FALSE,0.216666667,0
"702",1623,"577812bfcf58f10e0a9a7d5e",0.4509804,FALSE,FALSE,0.170731707,0
"905",1960,"5778613fcf58f124c26e2638",0.4647887,FALSE,FALSE,0.157894737,0
"951",2052,"57786980cf58f1272178d7df",0.62,FALSE,FALSE,0.235955056,0
"806",1782,"5786b0b2cf58f13d7fc9ee18",0.5392157,FALSE,FALSE,0.05,0
"698",1619,"57883923cf58f1170d0fa211",0.5384615,FALSE,FALSE,0.243243243,0
"709",1635,"5788c496cf58f144e9729adc",0.4512195,FALSE,FALSE,0.177777778,0
"638",1535,"578e985dcf58f1724fd9e458",0.5,FALSE,FALSE,0.103448276,0
"870",1907,"5791c353cf58f1a13a1a5d0b",0.5576923,FALSE,FALSE,0.246376812,0
"883",1934,"57a227cccf58f13ac4eb32c8",0.5140187,FALSE,FALSE,0.24,0
"688",1608,"57a25b60cf58f14c660c0e92",0.6153846,FALSE,FALSE,0.27027027,0
"815",1799,"57a3781dcf58f19d245af0d1",0.505618,FALSE,FALSE,0.268292683,0
"747",1690,"57a4ad79cf58f13518a386ea",0.3814433,FALSE,FALSE,0.185185185,0
"607",1478,"57a56daccf58f1695fc8d189",0.3888889,FALSE,FALSE,0.148148148,0
"969",2076,"57a6917bcf58f1b86a53ecb0",0.4482759,FALSE,FALSE,0.108108108,0
"514",1315,"57acbce1cf58f14e13250bc8",0.4933333,FALSE,FALSE,0.163265306,0
"850",1874,"57bebe29cf58f1328a4aeb06",0.5208333,FALSE,FALSE,0.283333333,0
"550",1380,"57bed210cf58f138ee2e2402",0.515625,FALSE,FALSE,0.173913043,0
"674",1591,"57bed210cf58f138ee2e2402",0.627451,FALSE,FALSE,0.173913043,0
"891",1944,"57bed210cf58f138ee2e2402",0.5116279,FALSE,FALSE,0.209302326,0
"960",2067,"57bed210cf58f138ee2e2402",0.5849057,FALSE,FALSE,0.209302326,0
"649",1549,"57dae8afcf58f15ce18b1521",0.547619,FALSE,FALSE,0.1875,0
"748",1694,"57daee8bcf58f15f153df495",0.6222222,FALSE,FALSE,0.36,0
"844",1866,"57daefb6cf58f15f9c439e02",0.6363636,FALSE,FALSE,0.291666667,0
"753",1701,"57daf212cf58f16088e072df",0.5208333,FALSE,FALSE,0.36,0
"782",1746,"57e99236cf58f1a103b0c010",0.3719008,FALSE,FALSE,0.072463768,0
"1909",3659,"54b43243e138239d86849128",0.55,TRUE,FALSE,0.326530612,0
"1066",2236,"54b43244e138239d8684923e",0.4487179,FALSE,FALSE,0.326530612,0
"1371",2751,"54b43244e138239d86849374",0.4285714,FALSE,FALSE,0.163265306,0
"1739",3383,"54b43245e138239d86849504",0.9883721,TRUE,TRUE,0.93877551,1
"1618",3175,"54b43245e138239d8684955d",0.5283019,FALSE,FALSE,0.16,0
"1238",2526,"54b43245e138239d86849568",0.5820896,FALSE,FALSE,0.102040816,0
"1387",2771,"54b43245e138239d868496b8",0.49,FALSE,FALSE,0.163265306,0
"1605",3159,"54b43246e138239d868498ac",0.4933333,FALSE,FALSE,0.163265306,0
"1296",2613,"54b43246e138239d868499c2",0.4761905,FALSE,FALSE,0.190839695,0
"1031",2165,"54b43247e138239d86849c2e",0.4391892,TRUE,FALSE,0.231884058,0
"1285",2596,"54b4324ee138239d8684acf7",0.5576923,FALSE,FALSE,0.326530612,0
"1952",3729,"54b43250e138239d8684b283",0.5070423,FALSE,FALSE,0.326530612,0
"1479",2968,"54b43250e138239d8684b3e0",0.4235294,FALSE,FALSE,0.260869565,0
"1064",2234,"54b43251e138239d8684b699",0.5,FALSE,FALSE,0.210526316,0
"1061",2231,"54b43251e138239d8684b722",0.55,FALSE,FALSE,0.130434783,0
"1939",3708,"54b43252e138239d8684b807",0.4285714,FALSE,FALSE,0.210526316,0
"1709",3325,"54b43252e138239d8684b8bd",0.4333333,FALSE,FALSE,0.148148148,0
"1608",3164,"54b43252e138239d8684b981",0.4827586,FALSE,FALSE,0.18,0
"1076",2255,"54b43252e138239d8684ba62",0.4883721,FALSE,FALSE,0.166666667,0
"1904",3646,"54b43252e138239d8684ba6f",0.409396,FALSE,FALSE,0.157894737,0
"1356",2729,"54b43253e138239d8684bae4",0.625,FALSE,FALSE,0.222222222,0
"1376",2759,"54b43253e138239d8684bae8",0.4666667,FALSE,FALSE,0.12,0
"1202",2472,"54b43257e138239d8684c746",0.4126984,FALSE,FALSE,0.181818182,0
"1660",3250,"54b43258e138239d8684cb96",0.4385965,FALSE,FALSE,0.173913043,0
"1188",2455,"54b43259e138239d8684cd97",0.5084746,FALSE,FALSE,0.28,0
"1771",3432,"54b4325be138239d8684d36b",0.4369748,FALSE,FALSE,0.12195122,0
"1658",3246,"54b4325be138239d8684d393",0.4831461,FALSE,FALSE,0.108695652,0
"1121",2337,"54b4325be138239d8684d3d5",0.4590164,FALSE,FALSE,0.111111111,0
"1169",2426,"54b4325be138239d8684d3d5",0.5072464,FALSE,FALSE,0.12,0
"1229",2514,"54b4325be138239d8684d3d5",0.5490196,FALSE,FALSE,0.12,0
"1375",2758,"54b4325be138239d8684d3d5",0.4901961,FALSE,FALSE,0.12,0
"1898",3634,"54b4325ce138239d8684d432",0.4495413,FALSE,FALSE,0.088235294,0
"1821",3497,"54b4325ce138239d8684d4a0",0.4131737,TRUE,FALSE,0.16,0
"1920",3676,"54b4325ce138239d8684d509",0.4782609,FALSE,FALSE,0.057971014,0
"1018",2149,"54b4325ce138239d8684d50d",0.5529412,FALSE,FALSE,0.088235294,0
"1875",3591,"54b4325ce138239d8684d58f",0.3730159,FALSE,FALSE,0.130434783,0
"1185",2451,"54b4325ce138239d8684d59c",0.5,FALSE,FALSE,0.1,0
"1001",2130,"54b4325ce138239d8684d5c2",0.5510204,FALSE,FALSE,0.088235294,0
"1013",2143,"54b4325ce138239d8684d60e",0.3870968,FALSE,FALSE,0.12,0
"1143",2373,"54b4325ce138239d8684d60e",0.4698795,FALSE,FALSE,0.130434783,0
"1450",2909,"54b4325ce138239d8684d64d",0.4304636,FALSE,FALSE,0.12,0
"1288",2600,"54b4325ce138239d8684d673",0.4590164,FALSE,FALSE,0.105263158,0
"1442",2898,"54b4325ce138239d8684d673",0.4285714,FALSE,FALSE,0.069444444,0
"1897",3633,"54b4325ce138239d8684d685",0.4036697,FALSE,FALSE,0.088235294,0
"1092",2275,"54b4325de138239d8684d877",0.446281,FALSE,FALSE,0.173913043,0
"1726",3361,"54b4325de138239d8684d877",0.4803922,FALSE,FALSE,0.108108108,0
"1382",2766,"54b4325de138239d8684d924",0.5833333,FALSE,FALSE,0.12,0
"1882",3605,"54b4325de138239d8684d970",0.3511905,FALSE,FALSE,0.136363636,0
"1323",2676,"54b4325ee138239d8684da3c",0.41,FALSE,FALSE,0.088235294,0
"1982",3772,"54b4325ee138239d8684dad6",0.516129,FALSE,FALSE,0.1,0
"1818",3492,"54b4325ee138239d8684db37",0.5074627,FALSE,FALSE,0.068181818,0
"1604",3157,"54b4325fe138239d8684de11",0.4558824,FALSE,FALSE,0.16,0
